"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"4911","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160275","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4912","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160276","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4913","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160277","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4914","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160278","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4915","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160279","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4916","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160283","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4917","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160284","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4918","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160285","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4919","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160286","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4920","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160287","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4921","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160261","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4922","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160262","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4923","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160263","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4924","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160264","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4925","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160265","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4926","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160292","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4927","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160293","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4928","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160294","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4929","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160295","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4930","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160296","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4931","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160297","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4932","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160270","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4933","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160271","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4934","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160272","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4935","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160273","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"4936","West Bengal","Development of public parks","WS/MP18382/2026-2027/255899","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"4937","West Bengal","Development of public parks","WS/MP18382/2026-2027/255898","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"4938","West Bengal","Development of public parks","WS/MP18382/2026-2027/255897","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"4939","West Bengal","Development of public parks","WS/MP18382/2025-2026/255907","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-May-2026","JAYBALAAJI","Payment Success","680245"
"4940","West Bengal","Development of public parks","WS/MP18382/2025-2026/255905","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-May-2026","JAYBALAAJI","Payment Success","680245"
"4941","West Bengal","Development of public parks","WS/MP18382/2025-2026/255906","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","14-May-2026","JAYBALAAJI","Payment Success","680245"
"4942","West Bengal","Development of public parks","WS/MP18382/2025-2026/255904","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","08-Apr-2026","JAYBALAAJI","Payment Success","680245"
"4943","West Bengal","Development of public parks","WS/MP18382/2025-2026/255903","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","08-Apr-2026","JAYBALAAJI","Payment Success","680245"
"4944","West Bengal","Development of public parks","WS/MP18382/2025-2026/255902","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","09-Apr-2026","JAYBALAAJI","Payment Success","680245"
"4945","West Bengal","Development of public parks","WS/MP18382/2025-2026/200582","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-Nov-2025","JAYBALAAJI","Payment Success","377649"
"4946","West Bengal","Development of public parks","WS/MP18382/2025-2026/200584","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","13-Nov-2025","JAYBALAAJI","Payment Success","377649"
"4947","West Bengal","Development of public parks","WS/MP18382/2025-2026/200583","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","13-Nov-2025","JAYBALAAJI","Payment Success","377649"
"4948","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/184484","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Dec-2025","Manohar Singh","Payment Success","200000"
"4949","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP203/2025-2026/232810","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","18-Nov-2025","SUSHILA CONSTRUCTION","Payment Success","745056"
"4950","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP203/2025-2026/232810","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","10-Feb-2026","SUSHILA CONSTRUCTION","Payment Success","246995"
"4951","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141383","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","13-Nov-2025","Amit kumar Contractor","Payment Success","322260"
"4952","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141383","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","13-Nov-2025","Amit kumar Contractor","Payment Success","669842"
"4953","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2024-2025/141422","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","17-Nov-2025","SHRI GIRRAJ ENTERPRISES","Payment Success","126511"
"4954","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2024-2025/141422","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","19-Dec-2025","SHRI GIRRAJ ENTERPRISES","Payment Success","289323"
"4955","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP166/2025-2026/168185","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","19-Nov-2025","MPLAD KRN Rajeshkumar","Payment Success","333269"
"4956","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP171/2025-2026/148161","WARANGAL(District Collector Warangal_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","14-Nov-2025","JINUGU ANIM REDDY","Payment Success","456016"
"4957","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP171/2025-2026/148160","WARANGAL(District Collector Warangal_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","15-Nov-2025","JINUGU ANIM REDDY","Payment Success","431659"
"4958","Telangana","Construction of culverts and bridges","WS/MP846/2025-2026/148684","WARANGAL(District Collector Warangal_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Jan-2026","JINUGU ANIM REDDY","Payment Success","500000"
"4959","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP846/2025-2026/148685","WARANGAL(District Collector Warangal_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Jan-2026","JINUGU ANIM REDDY","Payment Success","500000"
"4960","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18304/2025-2026/213787","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","18-Nov-2025","GP ATHLUIEN DEV FUND","Payment Success","50000"
"4961","Himachal Pradesh","Construction of culverts and bridges","WS/MP18304/2025-2026/157343","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","26-Aug-2026","GP ATHLUIEN DEV FUND","Payment Success","50000"
"4962","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18304/2025-2026/213787","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Feb-2026","GP ATHLUIEN DEV FUND","Payment Success","50000"
"4963","Odisha","Street lights","WS/MP138/2025-2026/170329","JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","15-Nov-2025","BINAPANI BEHERA JE BIRIDI BLOCK","Payment Success","750000"
"4964","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141249","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","15-Nov-2025","SANTOSH KUMAR","Payment Success","1718231"
"4965","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP203/2025-2026/244020","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","13-Nov-2025","MS CHAND ASSOCIATES","Payment Success","224252"
"4966","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/193342","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","14-Nov-2025","satish kumar","Payment Success","495425"
"4967","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","28-May-2026","JABBAR SINGH ENTERPRISES","Payment Success","162687"
"4968","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","23-Dec-2025","JABBAR SINGH ENTERPRISES","Payment Success","456999"
"4969","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","04-Dec-2025","JABBAR SINGH ENTERPRISES","Payment Success","380304"
"4970","Kerala","Construction of buildings for crèches and anganwadies","WS/MP095/2024-2025/134586","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","25-Feb-2026","JIJO PAUL J","Payment Success","660233"
"4971","Kerala","Construction of buildings for crèches and anganwadies","WS/MP095/2024-2025/134586","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","18-Nov-2025","JIJO PAUL J","Payment Success","566833"
"4972","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","18-Jun-2026","Mahadev enterprises","Payment Success","185938"
"4973","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","11-Apr-2026","Mahadev enterprises","Payment Success","103450"
"4974","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","19-Nov-2025","Mahadev enterprises","Payment Success","350875"
"4975","West Bengal","Construction of footpaths and pedestrian ways","WS/MP217/2025-2026/246918","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","05-May-2026","MUKHERJEE CONSTRUCTION","Payment Success","697596"
"4976","West Bengal","Construction of footpaths and pedestrian ways","WS/MP217/2024-2025/158718","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","09-Dec-2025","MUKHERJEE CONSTRUCTION","Payment Success","1096933"
"4977","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18287/2025-2026/210491","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030)","Elected MP","24-Nov-2025","GAIKWAD OMKAR RAMNATH","Payment Success","499921"
"4978","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP078/2025-2026/201028","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","17-Apr-2026","HPSCSC KANDRORI","Payment Success","42200"
"4979","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/213230","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","14-Nov-2025","EXE ENGIR PWD BUILDINGS CM DIV","Payment Success","65000"
"4980","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/227724","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","07-Mar-2026","EXE ENGIR PWD BUILDINGS CM DIV","Payment Success","63000"
